geo_accession	cell_line	treatment	tissue	dose_nM	time_hours
GSM3234033	SNB-19	doxorubicin	CNS	0	24
GSM3234040	SNB-19	doxorubicin	CNS	100	2
GSM3234041	SNB-19	doxorubicin	CNS	100	6
GSM3234039	SNB-19	doxorubicin	CNS	100	24
GSM3234037	SNB-19	doxorubicin	CNS	1000	2
GSM3234038	SNB-19	doxorubicin	CNS	1000	6
GSM3234036	SNB-19	doxorubicin	CNS	1000	24
GSM3234568	SNB-19	erlotinib	CNS	0	2
GSM3234569	SNB-19	erlotinib	CNS	0	6
GSM3234567	SNB-19	erlotinib	CNS	0	24
GSM3234574	SNB-19	erlotinib	CNS	1000	2
GSM3234575	SNB-19	erlotinib	CNS	1000	6
GSM3234573	SNB-19	erlotinib	CNS	1000	24
GSM3234571	SNB-19	erlotinib	CNS	10000	2
GSM3234572	SNB-19	erlotinib	CNS	10000	6
GSM3234570	SNB-19	erlotinib	CNS	10000	24
GSM3237109	SNB-19	sirolimus	CNS	0	2
GSM3237110	SNB-19	sirolimus	CNS	0	6
GSM3237108	SNB-19	sirolimus	CNS	0	24
GSM3237115	SNB-19	sirolimus	CNS	10	2
GSM3237116	SNB-19	sirolimus	CNS	10	6
GSM3237114	SNB-19	sirolimus	CNS	10	24
GSM3237112	SNB-19	sirolimus	CNS	100	2
GSM3237113	SNB-19	sirolimus	CNS	100	6
GSM3237111	SNB-19	sirolimus	CNS	100	24
GSM3237618	SNB-19	sorafenib	CNS	0	2
GSM3237619	SNB-19	sorafenib	CNS	0	6
GSM3237617	SNB-19	sorafenib	CNS	0	24
GSM3237624	SNB-19	sorafenib	CNS	5000	2
GSM3237625	SNB-19	sorafenib	CNS	5000	6
GSM3237623	SNB-19	sorafenib	CNS	5000	24
GSM3237621	SNB-19	sorafenib	CNS	10000	2
GSM3237622	SNB-19	sorafenib	CNS	10000	6
GSM3237620	SNB-19	sorafenib	CNS	10000	24
GSM3238140	SNB-19	sunitinib	CNS	0	2
GSM3238141	SNB-19	sunitinib	CNS	0	6
GSM3238139	SNB-19	sunitinib	CNS	0	24
GSM3238146	SNB-19	sunitinib	CNS	200	2
GSM3238147	SNB-19	sunitinib	CNS	200	6
GSM3238145	SNB-19	sunitinib	CNS	200	24
GSM3238143	SNB-19	sunitinib	CNS	2000	2
GSM3238144	SNB-19	sunitinib	CNS	2000	6
GSM3238142	SNB-19	sunitinib	CNS	2000	24
GSM3239192	SNB-19	vorinostat	CNS	0	2
GSM3239193	SNB-19	vorinostat	CNS	0	6
GSM3239191	SNB-19	vorinostat	CNS	0	24
GSM3239195	SNB-19	vorinostat	CNS	1000	2
GSM3239196	SNB-19	vorinostat	CNS	1000	6
GSM3239194	SNB-19	vorinostat	CNS	1000	24
GSM3239198	SNB-19	vorinostat	CNS	5000	2
GSM3239199	SNB-19	vorinostat	CNS	5000	6
GSM3239197	SNB-19	vorinostat	CNS	5000	24
GSM3232533	SNB-75	bortezomib	CNS	0	2
GSM3232534	SNB-75	bortezomib	CNS	0	6
GSM3232532	SNB-75	bortezomib	CNS	0	24
GSM3232539	SNB-75	bortezomib	CNS	10	2
GSM3232540	SNB-75	bortezomib	CNS	10	6
GSM3232538	SNB-75	bortezomib	CNS	10	24
GSM3232536	SNB-75	bortezomib	CNS	100	2
GSM3232537	SNB-75	bortezomib	CNS	100	6
GSM3232535	SNB-75	bortezomib	CNS	100	24
GSM3233041	SNB-75	cisplatin	CNS	0	2
GSM3233042	SNB-75	cisplatin	CNS	0	6
GSM3233040	SNB-75	cisplatin	CNS	0	24
GSM3233047	SNB-75	cisplatin	CNS	3000	2
GSM3233048	SNB-75	cisplatin	CNS	3000	6
GSM3233046	SNB-75	cisplatin	CNS	3000	24
GSM3233044	SNB-75	cisplatin	CNS	15000	2
GSM3233045	SNB-75	cisplatin	CNS	15000	6
GSM3233043	SNB-75	cisplatin	CNS	15000	24
GSM3234577	SNB-75	erlotinib	CNS	0	2
GSM3234578	SNB-75	erlotinib	CNS	0	6
GSM3234576	SNB-75	erlotinib	CNS	0	24
GSM3234583	SNB-75	erlotinib	CNS	1000	2
GSM3234584	SNB-75	erlotinib	CNS	1000	6
GSM3234582	SNB-75	erlotinib	CNS	1000	24
GSM3234580	SNB-75	erlotinib	CNS	10000	2
GSM3234581	SNB-75	erlotinib	CNS	10000	6
GSM3234579	SNB-75	erlotinib	CNS	10000	24
GSM3235076	SNB-75	geldanamycin	CNS	0	2
GSM3235077	SNB-75	geldanamycin	CNS	0	6
GSM3235075	SNB-75	geldanamycin	CNS	0	24
GSM3235082	SNB-75	geldanamycin	CNS	100	2
GSM3235083	SNB-75	geldanamycin	CNS	100	6
GSM3235081	SNB-75	geldanamycin	CNS	100	24
GSM3235079	SNB-75	geldanamycin	CNS	1000	2
GSM3235080	SNB-75	geldanamycin	CNS	1000	6
GSM3235078	SNB-75	geldanamycin	CNS	1000	24
GSM3236595	SNB-75	paclitaxel	CNS	0	2
GSM3236596	SNB-75	paclitaxel	CNS	0	6
GSM3236594	SNB-75	paclitaxel	CNS	0	24
GSM3236601	SNB-75	paclitaxel	CNS	10	2
GSM3236602	SNB-75	paclitaxel	CNS	10	6
GSM3236600	SNB-75	paclitaxel	CNS	10	24
GSM3236598	SNB-75	paclitaxel	CNS	100	2
GSM3236599	SNB-75	paclitaxel	CNS	100	6
GSM3236597	SNB-75	paclitaxel	CNS	100	24
GSM3237627	SNB-75	sorafenib	CNS	0	2
GSM3237628	SNB-75	sorafenib	CNS	0	6
GSM3237626	SNB-75	sorafenib	CNS	0	24
GSM3237633	SNB-75	sorafenib	CNS	5000	2
GSM3237634	SNB-75	sorafenib	CNS	5000	6
GSM3237632	SNB-75	sorafenib	CNS	5000	24
GSM3237630	SNB-75	sorafenib	CNS	10000	2
GSM3237631	SNB-75	sorafenib	CNS	10000	6
GSM3237629	SNB-75	sorafenib	CNS	10000	24
GSM3238149	SNB-75	sunitinib	CNS	0	2
GSM3238150	SNB-75	sunitinib	CNS	0	6
GSM3238148	SNB-75	sunitinib	CNS	0	24
GSM3238155	SNB-75	sunitinib	CNS	200	2
GSM3238156	SNB-75	sunitinib	CNS	200	6
GSM3238154	SNB-75	sunitinib	CNS	200	24
GSM3238152	SNB-75	sunitinib	CNS	2000	2
GSM3238153	SNB-75	sunitinib	CNS	2000	6
GSM3238151	SNB-75	sunitinib	CNS	2000	24
GSM3239201	SNB-75	vorinostat	CNS	0	2
GSM3239202	SNB-75	vorinostat	CNS	0	6
GSM3239200	SNB-75	vorinostat	CNS	0	24
GSM3239204	SNB-75	vorinostat	CNS	1000	2
GSM3239205	SNB-75	vorinostat	CNS	1000	6
GSM3239203	SNB-75	vorinostat	CNS	1000	24
GSM3239207	SNB-75	vorinostat	CNS	5000	2
GSM3239208	SNB-75	vorinostat	CNS	5000	6
GSM3239206	SNB-75	vorinostat	CNS	5000	24
GSM3233050	SR	cisplatin	Leukemia	0	2
GSM3233051	SR	cisplatin	Leukemia	0	6
GSM3233049	SR	cisplatin	Leukemia	0	24
GSM3233056	SR	cisplatin	Leukemia	3000	2
GSM3233057	SR	cisplatin	Leukemia	3000	6
GSM3233055	SR	cisplatin	Leukemia	3000	24
GSM3233053	SR	cisplatin	Leukemia	15000	2
GSM3233054	SR	cisplatin	Leukemia	15000	6
GSM3233052	SR	cisplatin	Leukemia	15000	24
GSM3234586	SR	erlotinib	Leukemia	0	2
GSM3234587	SR	erlotinib	Leukemia	0	6
GSM3234585	SR	erlotinib	Leukemia	0	24
GSM3234592	SR	erlotinib	Leukemia	1000	2
GSM3234593	SR	erlotinib	Leukemia	1000	6
GSM3234591	SR	erlotinib	Leukemia	1000	24
GSM3234589	SR	erlotinib	Leukemia	10000	2
GSM3234590	SR	erlotinib	Leukemia	10000	6
GSM3234588	SR	erlotinib	Leukemia	10000	24
GSM3238158	SR	sunitinib	Leukemia	0	2
GSM3238159	SR	sunitinib	Leukemia	0	6
GSM3238157	SR	sunitinib	Leukemia	0	24
GSM3238164	SR	sunitinib	Leukemia	200	2
GSM3238165	SR	sunitinib	Leukemia	200	6
GSM3238163	SR	sunitinib	Leukemia	200	24
GSM3238161	SR	sunitinib	Leukemia	2000	2
GSM3238162	SR	sunitinib	Leukemia	2000	6
GSM3238160	SR	sunitinib	Leukemia	2000	24
GSM3238682	SR	topotecan	Leukemia	0	2
GSM3238683	SR	topotecan	Leukemia	0	6
GSM3238681	SR	topotecan	Leukemia	0	24
GSM3238688	SR	topotecan	Leukemia	10	2
GSM3238689	SR	topotecan	Leukemia	10	6
GSM3238687	SR	topotecan	Leukemia	10	24
GSM3238685	SR	topotecan	Leukemia	1000	2
GSM3238686	SR	topotecan	Leukemia	1000	6
GSM3238684	SR	topotecan	Leukemia	1000	24
GSM3239210	SR	vorinostat	Leukemia	0	2
GSM3239211	SR	vorinostat	Leukemia	0	6
GSM3239209	SR	vorinostat	Leukemia	0	24
GSM3239213	SR	vorinostat	Leukemia	1000	2
GSM3239214	SR	vorinostat	Leukemia	1000	6
GSM3239212	SR	vorinostat	Leukemia	1000	24
GSM3239216	SR	vorinostat	Leukemia	5000	2
GSM3239217	SR	vorinostat	Leukemia	5000	6
GSM3239215	SR	vorinostat	Leukemia	5000	24
GSM3232550	SW-620	bortezomib	Colon	0	2
GSM3232551	SW-620	bortezomib	Colon	0	6
GSM3232549	SW-620	bortezomib	Colon	0	24
GSM3232556	SW-620	bortezomib	Colon	10	2
GSM3232557	SW-620	bortezomib	Colon	10	6
GSM3232555	SW-620	bortezomib	Colon	10	24
GSM3232553	SW-620	bortezomib	Colon	100	2
GSM3232554	SW-620	bortezomib	Colon	100	6
GSM3232552	SW-620	bortezomib	Colon	100	24
GSM3233059	SW-620	cisplatin	Colon	0	2
GSM3233060	SW-620	cisplatin	Colon	0	6
GSM3233058	SW-620	cisplatin	Colon	0	24
GSM3233065	SW-620	cisplatin	Colon	3000	2
GSM3233066	SW-620	cisplatin	Colon	3000	6
GSM3233064	SW-620	cisplatin	Colon	3000	24
GSM3233062	SW-620	cisplatin	Colon	15000	2
GSM3233063	SW-620	cisplatin	Colon	15000	6
GSM3233061	SW-620	cisplatin	Colon	15000	24
GSM3234059	SW-620	doxorubicin	Colon	0	2
GSM3234060	SW-620	doxorubicin	Colon	0	6
GSM3234058	SW-620	doxorubicin	Colon	0	24
GSM3234065	SW-620	doxorubicin	Colon	100	2
GSM3234066	SW-620	doxorubicin	Colon	100	6
GSM3234064	SW-620	doxorubicin	Colon	100	24
GSM3234062	SW-620	doxorubicin	Colon	1000	2
GSM3234063	SW-620	doxorubicin	Colon	1000	6
GSM3234061	SW-620	doxorubicin	Colon	1000	24
GSM3235091	SW-620	geldanamycin	Colon	0	2
GSM3235092	SW-620	geldanamycin	Colon	0	6
GSM3235090	SW-620	geldanamycin	Colon	0	24
GSM3235097	SW-620	geldanamycin	Colon	100	2
GSM3235098	SW-620	geldanamycin	Colon	100	6
GSM3235096	SW-620	geldanamycin	Colon	100	24
GSM3235094	SW-620	geldanamycin	Colon	1000	2
GSM3235095	SW-620	geldanamycin	Colon	1000	6
GSM3235093	SW-620	geldanamycin	Colon	1000	24
GSM3235586	SW-620	gemcitibine	Colon	0	2
GSM3235587	SW-620	gemcitibine	Colon	0	6
GSM3235585	SW-620	gemcitibine	Colon	0	24
GSM3235592	SW-620	gemcitibine	Colon	200	2
GSM3235593	SW-620	gemcitibine	Colon	200	6
GSM3235591	SW-620	gemcitibine	Colon	200	24
GSM3235589	SW-620	gemcitibine	Colon	2000	2
GSM3235590	SW-620	gemcitibine	Colon	2000	6
GSM3235588	SW-620	gemcitibine	Colon	2000	24
GSM3237127	SW-620	sirolimus	Colon	0	2
GSM3237128	SW-620	sirolimus	Colon	0	6
GSM3237126	SW-620	sirolimus	Colon	0	24
GSM3237133	SW-620	sirolimus	Colon	10	2
GSM3237134	SW-620	sirolimus	Colon	10	6
GSM3237132	SW-620	sirolimus	Colon	10	24
GSM3237130	SW-620	sirolimus	Colon	100	2
GSM3237131	SW-620	sirolimus	Colon	100	6
GSM3237129	SW-620	sirolimus	Colon	100	24
GSM3237644	SW-620	sorafenib	Colon	0	2
GSM3237645	SW-620	sorafenib	Colon	0	6
GSM3237643	SW-620	sorafenib	Colon	0	24
GSM3237650	SW-620	sorafenib	Colon	5000	2
GSM3237651	SW-620	sorafenib	Colon	5000	6
GSM3237649	SW-620	sorafenib	Colon	5000	24
GSM3237647	SW-620	sorafenib	Colon	10000	2
GSM3237648	SW-620	sorafenib	Colon	10000	6
GSM3237646	SW-620	sorafenib	Colon	10000	24
GSM3238691	SW-620	topotecan	Colon	0	2
GSM3238692	SW-620	topotecan	Colon	0	6
GSM3238690	SW-620	topotecan	Colon	0	24
GSM3238697	SW-620	topotecan	Colon	10	2
GSM3238698	SW-620	topotecan	Colon	10	6
GSM3238696	SW-620	topotecan	Colon	10	24
GSM3238694	SW-620	topotecan	Colon	1000	2
GSM3238695	SW-620	topotecan	Colon	1000	6
GSM3238693	SW-620	topotecan	Colon	1000	24
GSM3232032	T-47D	5-Azacytidine	Breast	0	2
GSM3232033	T-47D	5-Azacytidine	Breast	0	6
GSM3232031	T-47D	5-Azacytidine	Breast	0	24
GSM3232035	T-47D	5-Azacytidine	Breast	1000	2
GSM3232036	T-47D	5-Azacytidine	Breast	1000	6
GSM3232034	T-47D	5-Azacytidine	Breast	1000	24
GSM3232038	T-47D	5-Azacytidine	Breast	5000	2
GSM3232039	T-47D	5-Azacytidine	Breast	5000	6
GSM3232037	T-47D	5-Azacytidine	Breast	5000	24
GSM3233068	T-47D	cisplatin	Breast	0	2
GSM3233069	T-47D	cisplatin	Breast	0	6
GSM3233067	T-47D	cisplatin	Breast	0	24
GSM3233074	T-47D	cisplatin	Breast	3000	2
GSM3233075	T-47D	cisplatin	Breast	3000	6
GSM3233073	T-47D	cisplatin	Breast	3000	24
GSM3233071	T-47D	cisplatin	Breast	15000	2
GSM3233072	T-47D	cisplatin	Breast	15000	6
GSM3233070	T-47D	cisplatin	Breast	15000	24
GSM3234068	T-47D	doxorubicin	Breast	0	2
GSM3234069	T-47D	doxorubicin	Breast	0	6
GSM3234067	T-47D	doxorubicin	Breast	0	24
GSM3234074	T-47D	doxorubicin	Breast	100	2
GSM3234075	T-47D	doxorubicin	Breast	100	6
GSM3234073	T-47D	doxorubicin	Breast	100	24
GSM3234071	T-47D	doxorubicin	Breast	1000	2
GSM3234072	T-47D	doxorubicin	Breast	1000	6
GSM3234070	T-47D	doxorubicin	Breast	1000	24
GSM3235100	T-47D	geldanamycin	Breast	0	2
GSM3235101	T-47D	geldanamycin	Breast	0	6
GSM3235099	T-47D	geldanamycin	Breast	0	24
GSM3235106	T-47D	geldanamycin	Breast	100	2
GSM3235107	T-47D	geldanamycin	Breast	100	6
GSM3235105	T-47D	geldanamycin	Breast	100	24
GSM3235103	T-47D	geldanamycin	Breast	1000	2
GSM3235104	T-47D	geldanamycin	Breast	1000	6
GSM3235102	T-47D	geldanamycin	Breast	1000	24
GSM3236082	T-47D	lapatinib	Breast	0	2
GSM3236083	T-47D	lapatinib	Breast	0	6
GSM3236081	T-47D	lapatinib	Breast	0	24
GSM3236088	T-47D	lapatinib	Breast	1000	2
GSM3236089	T-47D	lapatinib	Breast	1000	6
GSM3236087	T-47D	lapatinib	Breast	1000	24
GSM3236085	T-47D	lapatinib	Breast	10000	2
GSM3236086	T-47D	lapatinib	Breast	10000	6
GSM3236084	T-47D	lapatinib	Breast	10000	24
GSM3236622	T-47D	paclitaxel	Breast	0	2
GSM3236623	T-47D	paclitaxel	Breast	0	6
GSM3236621	T-47D	paclitaxel	Breast	0	24
GSM3236628	T-47D	paclitaxel	Breast	10	2
GSM3236629	T-47D	paclitaxel	Breast	10	6
GSM3236627	T-47D	paclitaxel	Breast	10	24
GSM3236625	T-47D	paclitaxel	Breast	100	2
GSM3236626	T-47D	paclitaxel	Breast	100	6
GSM3236624	T-47D	paclitaxel	Breast	100	24
GSM3238700	T-47D	topotecan	Breast	0	2
GSM3238701	T-47D	topotecan	Breast	0	6
GSM3238699	T-47D	topotecan	Breast	0	24
GSM3238706	T-47D	topotecan	Breast	10	2
GSM3238707	T-47D	topotecan	Breast	10	6
GSM3238705	T-47D	topotecan	Breast	10	24
GSM3238703	T-47D	topotecan	Breast	1000	2
GSM3238704	T-47D	topotecan	Breast	1000	6
GSM3238702	T-47D	topotecan	Breast	1000	24
GSM3239226	T-47D	vorinostat	Breast	0	2
GSM3239227	T-47D	vorinostat	Breast	0	6
GSM3239225	T-47D	vorinostat	Breast	0	24
GSM3239229	T-47D	vorinostat	Breast	1000	2
GSM3239230	T-47D	vorinostat	Breast	1000	6
GSM3239228	T-47D	vorinostat	Breast	1000	24
GSM3239232	T-47D	vorinostat	Breast	5000	2
GSM3239233	T-47D	vorinostat	Breast	5000	6
GSM3239231	T-47D	vorinostat	Breast	5000	24
GSM3232567	TK-10	bortezomib	Renal	0	2
GSM3232568	TK-10	bortezomib	Renal	0	6
GSM3232566	TK-10	bortezomib	Renal	0	24
GSM3232573	TK-10	bortezomib	Renal	10	2
GSM3232574	TK-10	bortezomib	Renal	10	6
GSM3232572	TK-10	bortezomib	Renal	10	24
GSM3232570	TK-10	bortezomib	Renal	100	2
GSM3232571	TK-10	bortezomib	Renal	100	6
GSM3232569	TK-10	bortezomib	Renal	100	24
GSM3233077	TK-10	cisplatin	Renal	0	2
GSM3233078	TK-10	cisplatin	Renal	0	6
GSM3233076	TK-10	cisplatin	Renal	0	24
GSM3233083	TK-10	cisplatin	Renal	3000	2
GSM3233084	TK-10	cisplatin	Renal	3000	6
GSM3233082	TK-10	cisplatin	Renal	3000	24
GSM3233080	TK-10	cisplatin	Renal	15000	2
GSM3233081	TK-10	cisplatin	Renal	15000	6
GSM3233079	TK-10	cisplatin	Renal	15000	24
GSM3234077	TK-10	doxorubicin	Renal	0	2
GSM3234078	TK-10	doxorubicin	Renal	0	6
GSM3234076	TK-10	doxorubicin	Renal	0	24
GSM3234083	TK-10	doxorubicin	Renal	100	2
GSM3234084	TK-10	doxorubicin	Renal	100	6
GSM3234082	TK-10	doxorubicin	Renal	100	24
GSM3234080	TK-10	doxorubicin	Renal	1000	2
GSM3234081	TK-10	doxorubicin	Renal	1000	6
GSM3234079	TK-10	doxorubicin	Renal	1000	24
GSM3235604	TK-10	gemcitibine	Renal	0	2
GSM3235605	TK-10	gemcitibine	Renal	0	6
GSM3235603	TK-10	gemcitibine	Renal	0	24
GSM3235610	TK-10	gemcitibine	Renal	200	2
GSM3235611	TK-10	gemcitibine	Renal	200	6
GSM3235609	TK-10	gemcitibine	Renal	200	24
GSM3235607	TK-10	gemcitibine	Renal	2000	2
GSM3235608	TK-10	gemcitibine	Renal	2000	6
GSM3235606	TK-10	gemcitibine	Renal	2000	24
GSM3236631	TK-10	paclitaxel	Renal	0	2
GSM3236632	TK-10	paclitaxel	Renal	0	6
GSM3236630	TK-10	paclitaxel	Renal	0	24
GSM3236637	TK-10	paclitaxel	Renal	10	2
GSM3236638	TK-10	paclitaxel	Renal	10	6
GSM3236636	TK-10	paclitaxel	Renal	10	24
GSM3236634	TK-10	paclitaxel	Renal	100	2
GSM3236635	TK-10	paclitaxel	Renal	100	6
GSM3236633	TK-10	paclitaxel	Renal	100	24
GSM3237145	TK-10	sirolimus	Renal	0	2
GSM3237146	TK-10	sirolimus	Renal	0	6
GSM3237144	TK-10	sirolimus	Renal	0	24
GSM3237151	TK-10	sirolimus	Renal	10	2
GSM3237152	TK-10	sirolimus	Renal	10	6
GSM3237150	TK-10	sirolimus	Renal	10	24
GSM3237148	TK-10	sirolimus	Renal	100	2
GSM3237149	TK-10	sirolimus	Renal	100	6
GSM3237147	TK-10	sirolimus	Renal	100	24
GSM3237662	TK-10	sorafenib	Renal	0	2
GSM3237663	TK-10	sorafenib	Renal	0	6
GSM3237661	TK-10	sorafenib	Renal	0	24
GSM3237668	TK-10	sorafenib	Renal	5000	2
GSM3237669	TK-10	sorafenib	Renal	5000	6
GSM3237667	TK-10	sorafenib	Renal	5000	24
GSM3237665	TK-10	sorafenib	Renal	10000	2
GSM3237666	TK-10	sorafenib	Renal	10000	6
GSM3237664	TK-10	sorafenib	Renal	10000	24
GSM3238184	TK-10	sunitinib	Renal	0	2
GSM3238185	TK-10	sunitinib	Renal	0	6
GSM3238183	TK-10	sunitinib	Renal	0	24
GSM3238190	TK-10	sunitinib	Renal	200	2
GSM3238191	TK-10	sunitinib	Renal	200	6
GSM3238189	TK-10	sunitinib	Renal	200	24
GSM3238187	TK-10	sunitinib	Renal	2000	2
GSM3238188	TK-10	sunitinib	Renal	2000	6
GSM3238186	TK-10	sunitinib	Renal	2000	24
GSM3239235	TK-10	vorinostat	Renal	0	2
GSM3239236	TK-10	vorinostat	Renal	0	6
GSM3239234	TK-10	vorinostat	Renal	0	24
GSM3239238	TK-10	vorinostat	Renal	1000	2
GSM3239239	TK-10	vorinostat	Renal	1000	6
GSM3239237	TK-10	vorinostat	Renal	1000	24
GSM3239241	TK-10	vorinostat	Renal	5000	2
GSM3239242	TK-10	vorinostat	Renal	5000	6
GSM3239240	TK-10	vorinostat	Renal	5000	24
GSM3232050	U251	5-Azacytidine	CNS	0	2
GSM3232051	U251	5-Azacytidine	CNS	0	6
GSM3232049	U251	5-Azacytidine	CNS	0	24
GSM3232053	U251	5-Azacytidine	CNS	1000	2
GSM3232054	U251	5-Azacytidine	CNS	1000	6
GSM3232052	U251	5-Azacytidine	CNS	1000	24
GSM3232056	U251	5-Azacytidine	CNS	5000	2
GSM3232057	U251	5-Azacytidine	CNS	5000	6
GSM3232055	U251	5-Azacytidine	CNS	5000	24
GSM3234086	U251	doxorubicin	CNS	0	2
GSM3234087	U251	doxorubicin	CNS	0	6
GSM3234085	U251	doxorubicin	CNS	0	24
GSM3234092	U251	doxorubicin	CNS	100	2
GSM3234093	U251	doxorubicin	CNS	100	6
GSM3234091	U251	doxorubicin	CNS	100	24
GSM3234089	U251	doxorubicin	CNS	1000	2
GSM3234090	U251	doxorubicin	CNS	1000	6
GSM3234088	U251	doxorubicin	CNS	1000	24
GSM3236100	U251	lapatinib	CNS	0	2
GSM3236101	U251	lapatinib	CNS	0	6
GSM3236099	U251	lapatinib	CNS	0	24
GSM3236106	U251	lapatinib	CNS	1000	2
GSM3236107	U251	lapatinib	CNS	1000	6
GSM3236105	U251	lapatinib	CNS	1000	24
GSM3236103	U251	lapatinib	CNS	10000	2
GSM3236104	U251	lapatinib	CNS	10000	6
GSM3236102	U251	lapatinib	CNS	10000	24
GSM3236642	U251	paclitaxel	CNS	0	2
GSM3236643	U251	paclitaxel	CNS	0	6
GSM3236639	U251	paclitaxel	CNS	0	24
GSM3236646	U251	paclitaxel	CNS	10	2
GSM3236647	U251	paclitaxel	CNS	10	6
GSM3236641	U251	paclitaxel	CNS	10	24
GSM3236644	U251	paclitaxel	CNS	100	2
GSM3236645	U251	paclitaxel	CNS	100	6
GSM3236640	U251	paclitaxel	CNS	100	24
GSM3237154	U251	sirolimus	CNS	0	2
GSM3237155	U251	sirolimus	CNS	0	6
GSM3237153	U251	sirolimus	CNS	0	24
GSM3237160	U251	sirolimus	CNS	10	2
GSM3237161	U251	sirolimus	CNS	10	6
GSM3237159	U251	sirolimus	CNS	10	24
GSM3237157	U251	sirolimus	CNS	100	2
GSM3237158	U251	sirolimus	CNS	100	6
GSM3237156	U251	sirolimus	CNS	100	24
GSM3237671	U251	sorafenib	CNS	0	2
GSM3237672	U251	sorafenib	CNS	0	6
GSM3237670	U251	sorafenib	CNS	0	24
GSM3237677	U251	sorafenib	CNS	5000	2
GSM3237678	U251	sorafenib	CNS	5000	6
GSM3237676	U251	sorafenib	CNS	5000	24
GSM3237674	U251	sorafenib	CNS	10000	2
GSM3237675	U251	sorafenib	CNS	10000	6
GSM3237673	U251	sorafenib	CNS	10000	24
GSM3232059	UACC-257	5-Azacytidine	Melanoma	0	2
GSM3232060	UACC-257	5-Azacytidine	Melanoma	0	6
GSM3232058	UACC-257	5-Azacytidine	Melanoma	0	24
GSM3232062	UACC-257	5-Azacytidine	Melanoma	1000	2
GSM3232063	UACC-257	5-Azacytidine	Melanoma	1000	6
GSM3232061	UACC-257	5-Azacytidine	Melanoma	1000	24
GSM3232065	UACC-257	5-Azacytidine	Melanoma	5000	2
GSM3232066	UACC-257	5-Azacytidine	Melanoma	5000	6
GSM3232064	UACC-257	5-Azacytidine	Melanoma	5000	24
GSM3233092	UACC-257	cisplatin	Melanoma	0	2
GSM3233093	UACC-257	cisplatin	Melanoma	0	6
GSM3233091	UACC-257	cisplatin	Melanoma	0	24
GSM3233098	UACC-257	cisplatin	Melanoma	3000	2
GSM3233099	UACC-257	cisplatin	Melanoma	3000	6
GSM3233097	UACC-257	cisplatin	Melanoma	3000	24
GSM3233095	UACC-257	cisplatin	Melanoma	15000	2
GSM3233096	UACC-257	cisplatin	Melanoma	15000	6
GSM3233094	UACC-257	cisplatin	Melanoma	15000	24
GSM3236649	UACC-257	paclitaxel	Melanoma	0	2
GSM3236650	UACC-257	paclitaxel	Melanoma	0	6
GSM3236648	UACC-257	paclitaxel	Melanoma	0	24
GSM3236655	UACC-257	paclitaxel	Melanoma	10	2
GSM3236656	UACC-257	paclitaxel	Melanoma	10	6
GSM3236654	UACC-257	paclitaxel	Melanoma	10	24
GSM3236652	UACC-257	paclitaxel	Melanoma	100	2
GSM3236653	UACC-257	paclitaxel	Melanoma	100	6
GSM3236651	UACC-257	paclitaxel	Melanoma	100	24
GSM3239253	UACC-257	vorinostat	Melanoma	0	2
GSM3239254	UACC-257	vorinostat	Melanoma	0	6
GSM3239252	UACC-257	vorinostat	Melanoma	0	24
GSM3239256	UACC-257	vorinostat	Melanoma	1000	2
GSM3239257	UACC-257	vorinostat	Melanoma	1000	6
GSM3239255	UACC-257	vorinostat	Melanoma	1000	24
GSM3239259	UACC-257	vorinostat	Melanoma	5000	2
GSM3239260	UACC-257	vorinostat	Melanoma	5000	6
GSM3239258	UACC-257	vorinostat	Melanoma	5000	24
GSM3233590	UACC-62	dasatinib	Melanoma	0	2
GSM3233591	UACC-62	dasatinib	Melanoma	0	6
GSM3233589	UACC-62	dasatinib	Melanoma	0	24
GSM3233593	UACC-62	dasatinib	Melanoma	100	2
GSM3233594	UACC-62	dasatinib	Melanoma	100	6
GSM3233592	UACC-62	dasatinib	Melanoma	100	24
GSM3233588	UACC-62	dasatinib	Melanoma	2000	2
GSM3233596	UACC-62	dasatinib	Melanoma	2000	6
GSM3233595	UACC-62	dasatinib	Melanoma	2000	24
GSM3234640	UACC-62	erlotinib	Melanoma	0	2
GSM3234641	UACC-62	erlotinib	Melanoma	0	6
GSM3234639	UACC-62	erlotinib	Melanoma	0	24
GSM3234646	UACC-62	erlotinib	Melanoma	1000	2
GSM3234647	UACC-62	erlotinib	Melanoma	1000	6
GSM3234645	UACC-62	erlotinib	Melanoma	1000	24
GSM3234643	UACC-62	erlotinib	Melanoma	10000	2
GSM3234644	UACC-62	erlotinib	Melanoma	10000	6
GSM3234642	UACC-62	erlotinib	Melanoma	10000	24
GSM3235136	UACC-62	geldanamycin	Melanoma	0	2
GSM3235137	UACC-62	geldanamycin	Melanoma	0	6
GSM3235135	UACC-62	geldanamycin	Melanoma	0	24
GSM3235142	UACC-62	geldanamycin	Melanoma	100	2
GSM3235143	UACC-62	geldanamycin	Melanoma	100	6
GSM3235141	UACC-62	geldanamycin	Melanoma	100	24
GSM3235139	UACC-62	geldanamycin	Melanoma	1000	2
GSM3235140	UACC-62	geldanamycin	Melanoma	1000	6
GSM3235138	UACC-62	geldanamycin	Melanoma	1000	24
GSM3235631	UACC-62	gemcitibine	Melanoma	0	2
GSM3235632	UACC-62	gemcitibine	Melanoma	0	6
